source_lang,target_lang,filename,error_type,error_details
python,java,atcoder_AGC021_B.java,Runtime Error,"Test Index: 0 Error: Exception in thread ""main"" java.lang.IndexOutOfBoundsException: Index 0 out of bounds for length 0
	at java.base/jdk.internal.util.Preconditions.outOfBounds(Preconditions.java:100)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
	at atcoder_AGC004_D.dfs(atcoder_AGC004_D.java:31)
"
python,java,codeforces_514_A.java,Runtime Error,"Test Index: 0 Error: Exception in thread ""main"" java.lang.NumberFormatException: For input string: ""332211042202""
	at java.base/java.lang.NumberFormatException.forInputString(NumberFormatException.java:67)
	at java.base/java.lang.Integer.parseInt(Integer.java:588)
	at java.base/java.lang.Integer.parseInt(Integer.java:685)
	at codeforces_514_A.main(codeforces_514_A.java:24)
"
python,java,atcoder_ABC123_D.java,Runtime Error,"Test Index: 2 Error: Exception in thread ""main"" java.util.InputMismatchException: For input string: ""7467038376""
	at java.base/java.util.Scanner.nextInt(Scanner.java:2290)
	at java.base/java.util.Scanner.nextInt(Scanner.java:2238)
	at atcoder_ABC123_D.main(atcoder_ABC123_D.java:14)
"
python,java,codeforces_519_B.java,Runtime Error,"Test Index: 0 Error: Exception in thread ""main"" java.util.NoSuchElementException
	at java.base/java.util.Scanner.throwFor(Scanner.java:962)
	at java.base/java.util.Scanner.next(Scanner.java:1619)
	at java.base/java.util.Scanner.nextInt(Scanner.java:2284)
	at java.base/java.util.Scanner.nextInt(Scanner.java:2238)
	at codeforces_519_B.main(codeforces_519_B.java:20)
"
python,java,codeforces_665_A.java,Runtime Error,"Test Index: 0 Error: Exception in thread ""main"" java.util.InputMismatchException
	at java.base/java.util.Scanner.throwFor(Scanner.java:964)
	at java.base/java.util.Scanner.next(Scanner.java:1619)
	at java.base/java.util.Scanner.nextInt(Scanner.java:2284)
	at java.base/java.util.Scanner.nextInt(Scanner.java:2238)
	at codeforces_665_A.main(codeforces_665_A.java:10)
"
python,java,codeforces_412_A.java,Runtime Error,"Test Index: 2 Error: Exception in thread ""main"" java.lang.StringIndexOutOfBoundsException: Index -1 out of bounds for length 4
	at java.base/jdk.internal.util.Preconditions$1.apply(Preconditions.java:55)
	at java.base/jdk.internal.util.Preconditions$1.apply(Preconditions.java:52)
	at java.base/jdk.internal.util.Preconditions$4.apply(Preconditions.java:213)
	at java.base/jdk.internal.util.Preconditions$4.apply(Preconditions.java:210)
	at java.base/jdk.internal.util.Preconditions.outOfBounds(Preconditions.java:98)
	at java.base/jdk.internal.util.Preconditions.outOfBoundsCheckIndex(Preconditions.java:106)
	at java.base/jdk.internal.util.Preconditions.checkIndex(Preconditions.java:302)
	at java.base/java.lang.String.checkIndex(String.java:4930)
	at java.base/java.lang.StringLatin1.charAt(StringLatin1.java:46)
	at java.base/java.lang.String.charAt(String.java:1629)
	at codeforces_412_A.main(codeforces_412_A.java:18)
"
python,java,atcoder_ABC122_C.java,Runtime Error,"Test Index: 0 Error: Exception in thread ""main"" java.lang.StringIndexOutOfBoundsException: Range [99999, 100001) out of bounds for length 100000
	at java.base/jdk.internal.util.Preconditions$1.apply(Preconditions.java:55)
	at java.base/jdk.internal.util.Preconditions$1.apply(Preconditions.java:52)
	at java.base/jdk.internal.util.Preconditions$4.apply(Preconditions.java:213)
	at java.base/jdk.internal.util.Preconditions$4.apply(Preconditions.java:210)
	at java.base/jdk.internal.util.Preconditions.outOfBounds(Preconditions.java:98)
	at java.base/jdk.internal.util.Preconditions.outOfBoundsCheckFromToIndex(Preconditions.java:112)
	at java.base/jdk.internal.util.Preconditions.checkFromToIndex(Preconditions.java:349)
	at java.base/java.lang.String.checkBoundsBeginEnd(String.java:4963)
	at java.base/java.lang.String.substring(String.java:2925)
	at atcoder_ABC122_C.main(atcoder_ABC122_C.java:21)
"
python,java,codeforces_583_B.java,Runtime Error,"Test Index: 0 Error: Error: Could not find or load main class codeforces_583_B
Caused by: java.lang.ClassNotFoundException: codeforces_583_B
"
python,java,codeforces_622_A.java,Runtime Error,"Test Index: 0 Error: Exception in thread ""main"" java.util.InputMismatchException: For input string: ""999999911792""
	at java.base/java.util.Scanner.nextInt(Scanner.java:2290)
	at java.base/java.util.Scanner.nextInt(Scanner.java:2238)
	at codeforces_622_A.main(codeforces_622_A.java:6)
"
python,java,atcoder_ABC150_D.java,Runtime Error,"Test Index: 0 Error: Exception in thread ""main"" java.util.NoSuchElementException
	at java.base/java.util.Scanner.throwFor(Scanner.java:962)
	at java.base/java.util.Scanner.next(Scanner.java:1619)
	at java.base/java.util.Scanner.nextInt(Scanner.java:2284)
	at java.base/java.util.Scanner.nextInt(Scanner.java:2238)
	at atcoder_ABC150_D.main(atcoder_ABC150_D.java:12)
"
python,java,atcoder_ABC167_D.java,Runtime Error,"Test Index: 0 Error: Exception in thread ""main"" java.util.InputMismatchException: For input string: ""678997213818168535""
	at java.base/java.util.Scanner.nextInt(Scanner.java:2290)
	at java.base/java.util.Scanner.nextInt(Scanner.java:2238)
	at atcoder_ABC167_D.main(atcoder_ABC167_D.java:8)
"
